KMI	Kinder Morgan, Inc.	15.66	34.95	2011	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/kmi	15.660000	2016-04-11
CCL	Carnival Corporation	43.04	34.71	1987	Consumer Services	Marine Transportation	http://www.nasdaq.com/symbol/ccl	43.040001	2016-03-21
AET	Aetna Inc.	99.22	34.6	n/a	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/aet	99.220001	2016-04-28
BMO	Bank Of Montreal	53.43	34.37	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bmo	53.430000	2011-05-25
CI	Cigna Corporation	133.05	34.27	n/a	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/ci	133.050003	2016-04-28
NOC	Northrop Grumman Corporation	186.49	34.01	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/noc	186.490005	2016-04-27
COF	Capital One Financial Corporation	63.36	33.71	1994	Finance	Major Banks	http://www.nasdaq.com/symbol/cof	63.360001	2016-04-21
EL	Estee Lauder Companies, Inc. (The)	90.99	33.6	1995	Consumer Non-Durables	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/el	90.989998	2016-05-03
LVS	Las Vegas Sands Corp.	41.98	33.41	2004	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/lvs	41.980000	2016-04-20
SU	Suncor Energy  Inc.	22.95	33.19	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/su	22.950001	2011-05-04
DAL	Delta Air Lines, Inc.	42.01	33.04	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/dal	42.009998	2016-04-11
VRX	Valeant Pharmaceuticals International, Inc.	96.59	32.96	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/vrx	96.589996	2014-08-04
LILAK	Liberty Global plc	38.21	32.87	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lilak	38.209999	undefined
ITW	Illinois Tool Works Inc.	90.41	32.86	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/itw	90.410004	2016-04-19
GIS	General Mills, Inc.	55.37	32.85	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/gis	55.369999	2016-03-16
JD	JD.com, Inc.	23.64	32.34	2014	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/jd	23.639999	2016-03-01
TRV	The Travelers Companies, Inc.	106.29	32.34	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/trv	106.290001	2016-04-21
ANTM	Anthem, Inc.	123.38	32.21	n/a	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/antm	123.379997	2016-04-27
SCHW	The Charles Schwab Corporation	24.36	32.07	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/schw	24.360001	2016-04-15
ALXN	Alexion Pharmaceuticals, Inc.	142.28	32.06	1996	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/alxn	142.279999	2016-04-21
SHPG	Shire plc	157.32	31.5	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/shpg	157.320007	undefined
ECL	Ecolab Inc.	106.17	31.35	n/a	Basic Industries	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/ecl	106.169998	2016-02-23
PHI	Philippine Long Distance Telephone Company	46.75	31.14	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/phi	46.750000	2011-05-10
BX	The Blackstone Group L.P.	26.47	31.13	2007	Finance	Investment Managers	http://www.nasdaq.com/symbol/bx	26.469999	2016-04-14
LILA	Liberty Global plc	36.03	31	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lila	36.029999	undefined
AEP	American Electric Power Company, Inc.	62.84	30.84	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/aep	62.840000	2016-04-21
CAJ	Canon, Inc.	28.14	30.73	n/a	Miscellaneous	Industrial Machinery/Components	http://www.nasdaq.com/symbol/caj	28.139999	2011-04-26
EMR	Emerson Electric Company	46.91	30.71	n/a	Energy	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/emr	46.910000	2016-05-03
FOXA	Twenty-First Century Fox, Inc.	25.07	30.61	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/foxa	25.070000	2016-02-08
EXC	Exelon Corporation	32.9	30.25	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/exc	32.900002	2016-04-27
LBTYB	Liberty Global plc	35.09	30.19	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtyb	35.090000	2013-11-04
YUM	Yum! Brands, Inc.	69.76	30.08	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/yum	69.760002	2016-04-19
CME	CME Group Inc.	88.55	29.95	2002	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/cme	88.550003	2016-02-05
PX	Praxair, Inc.	105.1	29.94	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/px	105.099998	2016-04-27
DCUC	Dominion Resources, Inc.	49.39	29.4	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dcuc	49.389999	undefined
ENB	Enbridge Inc	33.89	29.4	n/a	Energy	Natural Gas Distribution	http://www.nasdaq.com/symbol/enb	33.889999	2009-05-06
PRU	Prudential Financial, Inc.	65.35	29.34	2001	Finance	Life Insurance	http://www.nasdaq.com/symbol/pru	65.349998	2016-02-10
LBTYA	Liberty Global plc	34.08	29.32	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtya	34.080002	2016-02-10
APD	Air Products and Chemicals, Inc.	135.6	29.21	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/apd	135.600006	2016-04-28
TMUS	T-Mobile US, Inc.	35.66	29.1	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/tmus	35.660000	2016-02-17
ERIC	Ericsson	8.76	28.95	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/eric	8.760000	2011-04-27
LVNTB	Liberty Interactive Corporation	45.31	28.94	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/lvntb	45.310001	undefined
WIT	Wipro Limited	11.7	28.71	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/wit	11.700000	2011-05-31
MMC	Marsh & McLennan Companies, Inc.	54.65	28.51	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/mmc	54.650002	2016-04-28
BDX	Becton, Dickinson and Company	135.25	28.5	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/bdx	135.250000	2016-05-05
BAM	Brookfield Asset Management Inc	28.82	28.47	n/a	Consumer Services	Building operators	http://www.nasdaq.com/symbol/bam	28.820000	2015-02-13
LBTYK	Liberty Global plc	33.02	28.41	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtyk	33.020000	undefined
KEP	Korea Electric Power Corporation	22.1	28.37	1994	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/kep	22.100000	2016-01-29
HCA	HCA Holdings, Inc.	69.19	28.21	2011	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/hca	69.190002	2016-05-03
CCI	Crown Castle International Corporation	84.06	28.06	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/cci	84.059998	2016-01-27
TRI	Thomson Reuters Corp	36.55	27.95	n/a	Consumer Services	Publishing	http://www.nasdaq.com/symbol/tri	36.549999	2014-10-30
EBAY	eBay Inc.	23.2	27.86	1998	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/ebay	23.200001	2016-04-20
BBDO	Banco Bradesco Sa	5.5	27.74	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bbdo	5.500000	undefined
PCG	Pacific Gas & Electric Co.	56.24	27.58	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/pcg	56.240002	2016-02-18
VLO	Valero Energy Corporation	57.12	27.5	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/vlo	57.119999	2016-04-26
STZ	Constellation Brands Inc	137.95	27.49	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/stz	137.949997	2016-04-07
LUX	Luxottica Group, S.p.A.	56.72	27.42	1990	Health Care	Ophthalmic Goods	http://www.nasdaq.com/symbol/lux	56.720001	2011-04-28
SNE	Sony Corp Ord	21.73	27.41	n/a	Consumer Non-Durables	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/sne	21.730000	2011-02-03
HAL	Halliburton Company	31.35	26.83	n/a	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/hal	31.350000	2016-04-18
EQR	Equity Residential	73.59	26.81	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/eqr	73.589996	2016-04-26
MFC	Manulife Financial Corp	13.5	26.62	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/mfc	13.500000	2011-05-05
IMO	Imperial Oil Limited	31.4	26.61	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/imo	31.400000	2011-04-25
BSBR	Banco Santander Brasil SA	3.46	26.06	2009	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bsbr	3.460000	undefined
CHU	China Unicom (Hong Kong) Ltd	10.85	25.98	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/chu	10.850000	2006-10-26
ICE	Intercontinental Exchange Inc.	236.19	25.92	2005	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/ice	236.190002	2016-05-04
BXLT	Baxalta Incorporated	37.98	25.77	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/bxlt	37.980000	2016-02-16
CM	Canadian Imperial Bank of Commerce	64.4	25.6	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/cm	64.400002	2011-05-26
CB	D/B/A Chubb Limited New	112.25	25.49	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/cb	112.250000	2016-04-19
K	Kellogg Company	71.84	25.46	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/k	71.839996	2016-02-11
AON	Aon plc	92.87	25.44	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/aon	92.870003	2016-02-05
TLK	PT Telekomunikasi Indonesia, Tbk	50.27	25.34	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/tlk	50.270000	2005-07-29
FMS	Fresenius Medical Care Corporation	41.52	25.31	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/fms	41.520000	2008-11-04
ETN	Eaton Corporation, PLC	54.66	25.3	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/etn	54.660000	2016-04-27
MYL	Mylan N.V.	51.39	25.27	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/myl	51.389999	2016-02-10
CAH	Cardinal Health, Inc.	76.61	25.2	n/a	Health Care	Other Pharmaceuticals	http://www.nasdaq.com/symbol/cah	76.610001	2016-04-28
VFC	V.F. Corporation	59.03	25.17	n/a	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/vfc	59.029999	2016-02-19
BBD	Banco Bradesco Sa	4.99	25.16	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bbd	4.990000	2015-10-29
MNST	Monster Beverage Corporation	123.73	25.08	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/mnst	123.730003	2015-11-05
PPG	PPG Industries, Inc.	92.87	25.01	n/a	Basic Industries	Paints/Coatings	http://www.nasdaq.com/symbol/ppg	92.870003	2016-04-14
BBT	BB&T Corporation	32.06	25.01	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bbt	32.060001	2016-04-21
TRP	TransCanada Corporation	35.5	24.94	n/a	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/trp	35.500000	2011-02-15
CS	Credit Suisse Group	14.98	24.9	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/cs	14.980000	2011-04-27
DE	Deere & Company	78.42	24.84	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/de	78.419998	2016-02-19
AFL	Aflac Incorporated	58.21	24.84	n/a	Finance	Accident &Health Insurance	http://www.nasdaq.com/symbol/afl	58.209999	2016-04-26
LB	L Brands, Inc.	85.06	24.62	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/lb	85.059998	2016-02-24
ALL	Allstate Corporation (The)	63.37	24.54	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/all	63.369999	2016-05-03
CHT	Chunghwa Telecom Co., Ltd.	31.56	24.48	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/cht	31.559999	2011-04-25
HUM	Humana Inc.	164.78	24.42	n/a	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/hum	164.779999	2016-02-10
PPL	PPL Corporation	36.16	24.33	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/ppl	36.160000	2016-05-05
SYY	Sysco Corporation	43.07	24.31	n/a	Consumer Non-Durables	Food Distributors	http://www.nasdaq.com/symbol/syy	43.070000	2016-05-02
INTU	Intuit Inc.	91.79	24.23	1993	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/intu	91.790001	2016-02-25
NXPI	NXP Semiconductors N.V.	70.7	24.15	2010	Technology	Semiconductors	http://www.nasdaq.com/symbol/nxpi	70.699997	2016-04-27
ORLY	O&#39;Reilly Automotive, Inc.	242.07	23.88	1993	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/orly	242.070007	2016-02-10
GGP	General Growth Properties, Inc.	27.03	23.85	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ggp	27.030001	2016-04-25
SHW	Sherwin-Williams Company (The)	256.12	23.84	n/a	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/shw	256.119995	2016-04-14
CNQ	Canadian Natural Resources Limited	21.73	23.79	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/cnq	21.730000	2007-11-01
SRE	Sempra Energy	95.06	23.59	n/a	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/sre	95.059998	2016-02-24
WM	Waste Management, Inc.	52.57	23.47	n/a	Public Utilities	Environmental Services	http://www.nasdaq.com/symbol/wm	52.570000	2016-02-18
PHG	Koninklijke Philips N.V.	25.48	23.47	n/a	Energy	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/phg	25.480000	2008-10-13
DB	Deutsche Bank AG	16.89	23.28	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/db	16.889999	2011-04-28
LUV	Southwest Airlines Company	35.69	23.21	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/luv	35.689999	2016-04-21
MHFI	McGraw Hill Financial, Inc.	85.76	23.18	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/mhfi	85.760002	2016-04-26
JCI	Johnson Controls, Inc.	35.78	23.17	n/a	Consumer Durables	Industrial Specialties	http://www.nasdaq.com/symbol/jci	35.779999	2016-04-21
AAL	American Airlines Group, Inc.	36.75	23.16	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/aal	36.750000	2016-04-22
HPE	Hewlett Packard Enterprise Company	13.2	23	2015	Technology	Computer Manufacturing	http://www.nasdaq.com/symbol/hpe	13.200000	2016-02-29
AVB	AvalonBay Communities, Inc.	166.27	22.76	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/avb	166.270004	2016-04-25
BSX	Boston Scientific Corporation	16.62	22.36	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/bsx	16.620001	2016-04-26
HCN	Welltower Inc.	63.12	22.34	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/hcn	63.119999	2016-02-18
ATVI	Activision Blizzard, Inc	30.53	22.32	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/atvi	30.530001	2016-02-11
CSX	CSX Corporation	22.83	22.26	n/a	Transportation	Railroads	http://www.nasdaq.com/symbol/csx	22.830000	2016-04-12
AZO	AutoZone, Inc.	727.35	21.97	n/a	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/azo	727.349976	2016-03-01
STT	State Street Corporation	54.42	21.96	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/stt	54.419998	2016-04-22
NOK	Nokia Corporation	5.96	21.92	1994	n/a	n/a	http://www.nasdaq.com/symbol/nok	5.960000	2011-04-21
LVNTA	Liberty Interactive Corporation	34.31	21.91	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/lvnta	34.310001	undefined
CBS	CBS Corporation	46.25	21.81	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/cbs	46.250000	2016-02-11
PEG	Public Service Enterprise Group Incorporated	42.91	21.71	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/peg	42.910000	2016-02-19
GLW	Corning Incorporated	18.34	21.7	n/a	Basic Industries	Telecommunications Equipment	http://www.nasdaq.com/symbol/glw	18.340000	2016-04-26
FISV	Fiserv, Inc.	94.59	21.62	1986	Technology	EDP Services	http://www.nasdaq.com/symbol/fisv	94.589996	2016-05-03
ROST	Ross Stores, Inc.	53.32	21.59	1985	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/rost	53.320000	2016-03-01
TSLA	Tesla Motors, Inc.	162.6	21.29	2010	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/tsla	162.600006	2016-02-10
VRTX	Vertex Pharmaceuticals Incorporated	86.61	21.28	1991	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/vrtx	86.610001	2016-04-27
PBR	Petroleo Brasileiro S.A.- Petrobras	3.24	21.13	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/pbr	3.240000	2011-05-13
ED	Consolidated Edison Inc	72.04	21.12	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/ed	72.040001	2016-02-18
DISH	DISH Network Corporation	45.56	21.1	1995	Consumer Services	Television Services	http://www.nasdaq.com/symbol/dish	45.560001	2016-02-18
PRGO	Perrigo Company	143.88	21.06	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/prgo	143.880005	2015-10-22
SYF	Synchrony Financial	25.23	21.04	2014	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/syf	25.230000	2016-01-22
CRH	CRH PLC	25.52	20.99	n/a	Capital Goods	Building Materials	http://www.nasdaq.com/symbol/crh	25.520000	2011-08-16
NSC	Norfolk Souther Corporation	70.14	20.94	n/a	Transportation	Railroads	http://www.nasdaq.com/symbol/nsc	70.139999	2016-04-27
TSN	Tyson Foods, Inc.	57.1	20.88	n/a	Consumer Non-Durables	Meat/Poultry/Fish	http://www.nasdaq.com/symbol/tsn	57.099998	2016-05-09
HRL	Hormel Foods Corporation	78.94	20.86	n/a	Consumer Non-Durables	Meat/Poultry/Fish	http://www.nasdaq.com/symbol/hrl	78.940002	2016-02-16
DG	Dollar General Corporation	71.66	20.85	2009	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/dg	71.660004	2016-03-10
SCCO	Southern Copper Corporation	26.5	20.81	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/scco	26.500000	2016-02-08
APC	Anadarko Petroleum Corporation	40.77	20.72	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/apc	40.770000	2016-05-02
EIX	Edison International	63.29	20.62	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/eix	63.290001	2016-02-23
PLD	ProLogis, Inc.	39.24	20.57	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/pld	39.240002	2016-04-18
BAX	Baxter International Inc.	37.49	20.51	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/bax	37.490002	2016-04-21
ZTS	Zoetis Inc.	40.91	20.37	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/zts	40.910000	2016-02-16
ADM	Archer-Daniels-Midland Company	34.07	20.33	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/adm	34.070000	2016-05-03
BEN	Franklin Resources, Inc.	33.71	20.28	n/a	Finance	Investment Managers	http://www.nasdaq.com/symbol/ben	33.709999	2016-04-27
XEL	Xcel Energy Inc.	39.53	20.06	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/xel	39.529999	2016-04-28
RYAAY	Ryanair Holdings plc	75.98	20.05	1997	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/ryaay	75.980003	2007-06-05
ISRG	Intuitive Surgical, Inc.	536.24	20.04	2000	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/isrg	536.239990	2016-04-19
NJ	Nidec Corporation (Nihon Densan Kabushiki Kaisha)	16.73	19.95	n/a	Consumer Durables	Metal Fabrications	http://www.nasdaq.com/symbol/nj	16.730000	2011-04-25
ILMN	Illumina, Inc.	136.05	19.92	2000	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/ilmn	136.050003	2016-04-19
TEL	TE Connectivity Ltd.	53.88	19.92	n/a	Consumer Non-Durables	Electronic Components	http://www.nasdaq.com/symbol/tel	53.880001	2016-04-20
SE	Spectra Energy Corp	29.52	19.82	n/a	Public Utilities	Oil & Gas Production	http://www.nasdaq.com/symbol/se	29.520000	2016-05-04
ARMH	ARM Holdings plc	42.28	19.8	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/armh	42.279999	undefined
DFS	Discover Financial Services	46.25	19.77	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/dfs	46.250000	2016-04-19
BHI	Baker Hughes Incorporated	44.85	19.56	n/a	Energy	Metal Fabrications	http://www.nasdaq.com/symbol/bhi	44.849998	2016-04-19
TI	Telecom Italia S.P.A.	9.95	19.4	n/a	Consumer Services	Telecommunications Equipment	http://www.nasdaq.com/symbol/ti	9.950000	2011-05-05
ZBH	Zimmer Biomet Holdings, Inc.	95.01	19.36	n/a	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/zbh	95.010002	2016-04-28
AMAT	Applied Materials, Inc.	16.81	19.32	1972	Technology	Semiconductors	http://www.nasdaq.com/symbol/amat	16.809999	2016-02-18
HSY	Hershey Company (The)	87.7	19.01	n/a	Consumer Non-Durables	Specialty Foods	http://www.nasdaq.com/symbol/hsy	87.699997	2016-04-21
CHTR	Charter Communications, Inc.	168.54	18.92	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/chtr	168.539993	2016-04-29
CERN	Cerner Corporation	55.31	18.92	1986	Technology	EDP Services	http://www.nasdaq.com/symbol/cern	55.310001	2016-02-16
VMW	Vmware, Inc.	44.54	18.75	2007	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/vmw	44.540001	2016-04-19
VTR	Ventas, Inc.	56.32	18.75	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/vtr	56.320000	2016-02-12
AV	Aviva plc	12.55	18.51	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/av	12.550000	2007-10-18
CP	Canadian Pacific Railway Limited	120.91	18.49	n/a	Transportation	Railroads	http://www.nasdaq.com/symbol/cp	120.910004	2011-04-25
VIA	Viacom Inc.	46.3	18.36	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/via	46.299999	2011-08-01
NTES	NetEase, Inc.	139.47	18.23	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/ntes	139.470001	2016-02-15
WEC	WEC Energy Group, Inc.	57.05	18.01	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/wec	57.049999	2016-05-03
DLTR	Dollar Tree, Inc.	76.56	17.98	1995	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/dltr	76.559998	2016-02-23
PGR	Progressive Corporation (The)	30.7	17.95	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/pgr	30.700001	2016-02-17
IX	Orix Corp Ads	68.15	17.87	n/a	Finance	Diversified Financial Services	http://www.nasdaq.com/symbol/ix	68.150002	2011-05-03
SIRI	Sirius XM Holdings Inc.	3.42	17.83	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/siri	3.420000	2016-04-26
HPQ	HP Inc.	9.91	17.76	n/a	Technology	Computer Manufacturing	http://www.nasdaq.com/symbol/hpq	9.910000	2016-02-22
PXD	Pioneer Natural Resources Company	118.8	17.75	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/pxd	118.800003	2016-02-10
IBN	ICICI Bank Limited	6.1	17.71	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/ibn	6.100000	2011-05-31
PCAR	PACCAR Inc.	50.11	17.71	n/a	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/pcar	50.110001	2016-04-19
BXP	Boston Properties, Inc.	115.09	17.68	1997	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/bxp	115.089996	2016-04-25
CMI	Cummins Inc.	99	17.58	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/cmi	99.000000	2016-04-26
STI	SunTrust Banks, Inc.	34.32	17.49	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/sti	34.320000	2016-04-18
UAL	United Continental Holdings, Inc.	46.86	17.47	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/ual	46.860001	2016-04-21
ABC	AmerisourceBergen Corporation (Holding Co)	84.7	17.42	n/a	Health Care	Other Pharmaceuticals	http://www.nasdaq.com/symbol/abc	84.699997	2016-04-28
HLT	Hilton Worldwide Holdings Inc.	17.6	17.38	2013	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/hlt	17.600000	2016-02-26
ES	Eversource Energy	54.66	17.34	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/es	54.660000	2016-04-27
CPB	Campbell Soup Company	55.84	17.31	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/cpb	55.840000	2016-02-25
SLF	Sun Life Financial Inc.	28.25	17.3	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/slf	28.250000	2011-05-05
TU	TELUS Corporation	29.08	17.28	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/tu	29.080000	2011-05-09
EA	Electronic Arts Inc.	55.5	17.25	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/ea	55.500000	2016-05-10
OMC	Omnicom Group Inc.	71.21	17.25	n/a	Technology	Advertising	http://www.nasdaq.com/symbol/omc	71.209999	2016-02-09
TROW	T. Rowe Price Group, Inc.	68.64	17.24	1986	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/trow	68.639999	2016-04-20
NMR	Nomura Holdings Inc ADR	4.79	17.23	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/nmr	4.790000	2007-10-25
MPC	Marathon Petroleum Corporation	32.3	17.22	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/mpc	32.299999	2016-04-28
CAG	ConAgra Foods, Inc.	39.39	17.1	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/cag	39.389999	2016-04-07
